case:concept:name,concept:name,time:timestamp,human_resource,org:role,client,lifecycle:transition,concept:instance
INC0000594,Active,2016-03-01 11:03:00,Updated by 20,Group 65,Caller 92,start,i_1
INC0000594,Active,2016-03-01 11:03:00,Updated by 20,Group 65,Caller 92,complete,i_1
INC0000594,Active,2016-03-01 12:10:00,Updated by 20,Group 65,Caller 92,start,i_2
INC0000594,Active,2016-03-01 12:10:00,Updated by 20,Group 65,Caller 92,complete,i_2
INC0000594,Active,2016-03-03 14:54:00,Updated by 770,Group 65,Caller 92,start,i_3
INC0000594,Active,2016-03-03 14:54:00,Updated by 770,Group 65,Caller 92,complete,i_3
INC0000594,Awaiting User Info,2016-03-08 09:24:00,Updated by 20,Group 65,Caller 92,start,i_4
INC0000594,Awaiting User Info,2016-03-08 09:24:00,Updated by 20,Group 65,Caller 92,complete,i_4
INC0000594,Resolved,2016-03-17 11:11:00,Updated by 20,Group 65,Caller 92,start,i_5
INC0000594,Resolved,2016-03-17 11:11:00,Updated by 20,Group 65,Caller 92,complete,i_5
INC0000594,Closed,2016-03-24 18:59:00,Updated by 908,Group 65,Caller 92,start,i_6
INC0000594,Closed,2016-03-24 18:59:00,Updated by 908,Group 65,Caller 92,complete,i_6
INC0000914,New,2016-03-01 20:17:00,Updated by 111,Group 70,Caller 2760,start,i_7
INC0000914,New,2016-03-01 20:17:00,Updated by 111,Group 70,Caller 2760,complete,i_7
INC0000914,New,2016-03-02 08:17:00,Updated by 750,Group 25,Caller 2760,start,i_8
INC0000914,New,2016-03-02 08:17:00,Updated by 750,Group 25,Caller 2760,complete,i_8
INC0000914,Active,2016-03-02 13:49:00,Updated by 465,Group 25,Caller 2760,start,i_9
INC0000914,Active,2016-03-02 13:49:00,Updated by 465,Group 25,Caller 2760,complete,i_9
INC0000914,Active,2016-03-07 10:08:00,Updated by 465,Group 25,Caller 2760,start,i_10
INC0000914,Active,2016-03-07 10:08:00,Updated by 465,Group 25,Caller 2760,complete,i_10
INC0000914,Resolved,2016-03-08 13:34:00,Updated by 465,Group 25,Caller 2760,start,i_11
INC0000914,Resolved,2016-03-08 13:34:00,Updated by 465,Group 25,Caller 2760,complete,i_11
INC0000914,Closed,2016-03-24 18:40:00,Updated by 908,Group 25,Caller 2760,start,i_12
INC0000914,Closed,2016-03-24 18:40:00,Updated by 908,Group 25,Caller 2760,complete,i_12
INC0001401,Active,2016-03-02 15:15:00,Updated by 783,Group 31,Caller 3035,start,i_13
INC0001401,Active,2016-03-02 15:15:00,Updated by 783,Group 31,Caller 3035,complete,i_13
INC0001401,Active,2016-06-27 21:18:00,Updated by 783,Group 31,Caller 3035,start,i_14
INC0001401,Active,2016-06-27 21:18:00,Updated by 783,Group 31,Caller 3035,complete,i_14
INC0001401,Active,2016-07-01 11:50:00,Updated by 783,Group 31,Caller 3035,start,i_15
INC0001401,Active,2016-07-01 11:50:00,Updated by 783,Group 31,Caller 3035,complete,i_15
INC0001401,Awaiting Vendor,2016-07-05 09:25:00,Updated by 783,Group 31,Caller 3035,start,i_16
INC0001401,Awaiting Vendor,2016-07-05 09:25:00,Updated by 783,Group 31,Caller 3035,complete,i_16
INC0001401,Awaiting Vendor,2016-07-08 10:55:00,Updated by 783,Group 31,Caller 3035,start,i_17
INC0001401,Awaiting Vendor,2016-07-08 10:55:00,Updated by 783,Group 31,Caller 3035,complete,i_17
INC0001401,Active,2016-08-24 08:48:00,Updated by 783,Group 31,Caller 3035,start,i_18
INC0001401,Active,2016-08-24 08:48:00,Updated by 783,Group 31,Caller 3035,complete,i_18
INC0001401,Active,2016-09-19 13:50:00,Updated by 783,Group 31,Caller 3035,start,i_19
INC0001401,Active,2016-09-19 13:50:00,Updated by 783,Group 31,Caller 3035,complete,i_19
INC0001401,Active,2016-09-20 09:59:00,Updated by 783,Group 2,Caller 3035,start,i_20
INC0001401,Active,2016-09-20 09:59:00,Updated by 783,Group 2,Caller 3035,complete,i_20
INC0001401,Active,2016-09-23 13:58:00,Updated by 658,Group 31,Caller 3035,start,i_21
INC0001401,Active,2016-09-23 13:58:00,Updated by 658,Group 31,Caller 3035,complete,i_21
INC0001401,Awaiting User Info,2016-10-06 15:16:00,Updated by 783,Group 31,Caller 3035,start,i_22
INC0001401,Awaiting User Info,2016-10-06 15:16:00,Updated by 783,Group 31,Caller 3035,complete,i_22
INC0001401,Awaiting Problem,2016-10-24 15:31:00,Updated by 783,Group 31,Caller 3035,start,i_23
INC0001401,Awaiting Problem,2016-10-24 15:31:00,Updated by 783,Group 31,Caller 3035,complete,i_23
INC0001401,Resolved,2016-11-09 15:53:00,Updated by 783,Group 31,Caller 3035,start,i_24
INC0001401,Resolved,2016-11-09 15:53:00,Updated by 783,Group 31,Caller 3035,complete,i_24
INC0001401,Closed,2016-11-14 16:00:00,Updated by 908,Group 31,Caller 3035,start,i_25
INC0001401,Closed,2016-11-14 16:00:00,Updated by 908,Group 31,Caller 3035,complete,i_25
INC0001695,New,2016-03-03 09:43:00,Updated by 340,Group 70,Caller 3830,start,i_26
INC0001695,New,2016-03-03 09:43:00,Updated by 340,Group 70,Caller 3830,complete,i_26
INC0001695,New,2016-03-04 02:08:00,Updated by 746,Group 46,Caller 3830,start,i_27
INC0001695,New,2016-03-04 02:08:00,Updated by 746,Group 46,Caller 3830,complete,i_27
INC0001695,New,2016-03-04 08:28:00,Updated by 308,Group 45,Caller 3830,start,i_28
INC0001695,New,2016-03-04 08:28:00,Updated by 308,Group 45,Caller 3830,complete,i_28
INC0001695,New,2016-03-04 09:26:00,Updated by 259,Group 45,Caller 3830,start,i_29
INC0001695,New,2016-03-04 09:26:00,Updated by 259,Group 45,Caller 3830,complete,i_29
INC0001695,New,2016-03-04 09:27:00,Updated by 259,Group 70,Caller 3830,start,i_30
INC0001695,New,2016-03-04 09:27:00,Updated by 259,Group 70,Caller 3830,complete,i_30
INC0001695,New,2016-03-04 10:39:00,Updated by 451,Group 50,Caller 3830,start,i_31
INC0001695,New,2016-03-04 10:39:00,Updated by 451,Group 50,Caller 3830,complete,i_31
INC0001695,New,2016-03-04 12:14:00,Updated by 259,Group 70,Caller 3830,start,i_32
INC0001695,New,2016-03-04 12:14:00,Updated by 259,Group 70,Caller 3830,complete,i_32
INC0001695,New,2016-03-04 22:08:00,Updated by 578,Group 70,Caller 3830,start,i_33
INC0001695,New,2016-03-04 22:08:00,Updated by 578,Group 70,Caller 3830,complete,i_33
INC0001695,New,2016-03-05 01:13:00,Updated by 746,Group 29,Caller 3830,start,i_34
INC0001695,New,2016-03-05 01:13:00,Updated by 746,Group 29,Caller 3830,complete,i_34
INC0001695,New,2016-03-10 13:36:00,Updated by 135,Group 29,Caller 3830,start,i_35
INC0001695,New,2016-03-10 13:36:00,Updated by 135,Group 29,Caller 3830,complete,i_35
INC0001695,New,2016-03-10 13:38:00,Updated by 135,Group 29,Caller 3830,start,i_36
INC0001695,New,2016-03-10 13:38:00,Updated by 135,Group 29,Caller 3830,complete,i_36
INC0001695,New,2016-03-11 12:47:00,Updated by 135,Group 29,Caller 3830,start,i_37
INC0001695,Resolved,2016-03-11 12:47:00,Updated by 135,Group 29,Caller 3830,start,i_38
INC0001695,New,2016-03-11 12:47:00,Updated by 135,Group 29,Caller 3830,complete,i_37
INC0001695,Resolved,2016-03-11 12:47:00,Updated by 135,Group 29,Caller 3830,complete,i_38
INC0001695,Closed,2016-03-24 18:50:00,Updated by 908,Group 29,Caller 3830,start,i_39
