"Sales","CompPrice","Income","Ads","Cars","Price","SellerType","District","Age"
17.568,122.1,46.93629,15,2.04603183385788,131.542520421547,"Dealer","East",43.109
7.673,125.03,122.48788,6,1.22772956943573,151.751922684907,"Dealer","South",56.906
13.671,135.68,75.56901,21,1.481662448381,151.346658577652,"Dealer","West",40.538
8.513,123.02,87.84974,15,1.09850910807201,142.947644339847,"Supercenter","South",48.757
9.711,109.6,91.14319,11,0.905623037156766,131.024740106699,"Automotive","East",58.934
6.57,118.87,76.19362,3,0.773510186134679,141.293410088686,"Dealer","East",44.584
16.199,140.95,103.42521,6,1.69540243548504,155.527166406315,"Automotive","East",45.395
15.354,133.55,132.62989,6,1.88715194099353,156.217892825134,"Dealer","East",44.383
15.215,117.52,59.61684,6,1.71794032191176,139.915388861171,"Automotive","East",46.551
13.217,131.72,101.91151,4,1.54048783857979,144.16064848756,"Automotive","East",49.179
5.512,131.47,97.55663,4,0.855170733851715,159.028488206416,"Supercenter","South",55.934
19.007,109.17,93.16687,4,2.41272758001499,120.798119193532,"Dealer","East",43.351
19.484,133.76,116.31759,20,2.17735070206687,154.99796689543,"Supercenter","West",41.624
11.15,111.37,60.95951,0,1.30315319970444,115.923583429986,"Automotive","South",47.346
7.212,130.12,100.79133,10,1.08160741102871,144.403394464608,"Supercenter","North",41.677
14.569,126.78,85.3022,3,1.88075638633683,141.09677529777,"Supercenter","East",47.461
17.089,129.68,56.02105,8,1.5182378249694,145.120228461251,"Automotive","West",44.619
11.621,118.43,81.20707,0,1.64279451928378,135.634907675788,"Supercenter","South",34.781
10.069,114.02,86.72663,2,1.33245964257577,127.232280822639,"Automotive","East",49.816
13.59,131.92,59.58652,0,1.60009932335137,152.678917030422,"Supercenter","East",46.714
7.093,117.71,89.65969,3,1.1344886324075,131.281835324219,"Automotive","South",53.906
0.749,115.13,132.08313,0,0.730547226047325,138.097808856372,"Supercenter","South",54.162
10.443,158.13,99.62858,1,1.17021399088692,175.555694125222,"Dealer","East",57.424
11.464,118.32,96.28416,11,1.30780255339464,137.395781993332,"Automotive","East",52.705
7.874,140.85,91.06218,13,0.87944473179843,149.325110860931,"Supercenter","East",53.401
18.756,115.55,50.79922,4,2.23372427669739,135.235148255433,"Automotive","South",46.503
13.264,128.49,62.20006,5,1.72798129029471,146.552380356325,"Dealer","East",57.118
12.259,122.25,72.32532,16,1.43792623994899,141.982022430506,"Automotive","East",57.615
19.682,106.95,65.65586,13,2.25205110465547,126.084353095808,"Automotive","South",44.248
15.744,125.8,97.78452,17,1.82747315195703,141.931551715995,"Automotive","East",43.035
15.562,142.46,78.71957,10,1.6324935051366,160.169656274224,"Automotive","West",50.281
13.413,131.69,100.34442,10,1.74234309657405,153.045757591289,"Dealer","East",55.203
18.599,126.43,92.90134,7,1.94001207086362,145.454519672398,"Dealer","East",62.059
6.435,123.19,110.42332,9,0.931890620066003,146.644660238855,"Dealer","South",55.869
15.142,112.57,55.49599,8,1.61826699554652,119.669517610042,"Dealer","East",57.494
13.47,127.24,59.60613,5,1.45252778494128,147.912231183384,"Automotive","West",54.223
13.736,115.05,123.20932,6,1.37252692900728,123.295459780524,"Automotive","East",42.063
12.465,132.53,93.96181,3,1.3913006734558,147.272887092515,"Automotive","East",35.919
8.717,126.17,47.66879,0,1.24632960959526,146.501719961894,"Automotive","East",37.396
12.4,143.3,69.84206,11,1.41798667303503,157.851397496824,"Automotive","East",47.438
7.651,113.29,88.33673,0,1.28610571480958,136.278164642066,"Supercenter","East",57.933
13.308,127.32,133.55423,3,1.66410635477988,145.80017386169,"Dealer","South",43.347
16.97,117.4,158.66129,0,1.62636315735482,129.223468380139,"Automotive","East",47.86
14.93,131.95,88.52191,10,1.47450052170681,142.365568234389,"Automotive","West",60.076
14.18,134.86,92.21632,5,1.57255153693816,158.625456990258,"Supercenter","East",45.492
14.967,123.16,68.15662,8,1.4052283553773,138.712710215468,"Dealer","East",51.808
10.261,113.39,139.78107,0,1.1168399274418,128.710056416731,"Supercenter","East",42.823
9.166,117.75,98.70594,9,1.53291583232556,128.318484691955,"Supercenter","East",45.469
17.943,135.64,64.3944,19,1.75213720926421,149.227394495773,"Automotive","West",43.831
9.226,135.48,43.53142,0,1.05588449653614,153.512387334132,"Automotive","East",47.893
9.59,105.42,101.93945,10,1.35925317145552,118.860181886062,"Supercenter","East",57.395
13.434,123.95,47.17928,20,1.40576466623955,140.052905670389,"Supercenter","South",49.486
13.91,130.85,55.49108,1,1.64810930961392,150.323439666628,"Dealer","East",54.659
11.749,147.44,47.01629,0,1.41326906541995,162.229662199161,"Automotive","South",44.653
13.77,122.52,76.00135,6,1.36666377398213,142.839784621218,"Automotive","West",47.627
16.726,123.67,136.05267,6,2.02215535069978,133.06948080957,"Automotive","East",42.588
9.209,124.58,72.63267,13,1.18913321959759,147.529240508846,"Automotive","South",52.993
16.068,117.47,117.67338,0,1.32249366008388,128.176532227838,"Automotive","West",47.624
5.592,104.07,75.66761,8,0.361297006326004,117.919992573754,"Automotive","West",47.925
16.484,129.18,115.87084,7,1.8938783568085,140.658034577628,"Automotive","North",49.769
12.958,123.86,58.23283,13,1.31342145746004,146.983731614567,"Dealer","East",41.275
15.359,118.88,99.31291,0,2.07340938819884,130.52368816507,"Supercenter","East",53.623
21.443,106.26,109.9189,7,2.43426456807268,117.287011644082,"Automotive","North",44.736
14.532,122.74,128.75078,0,2.11460712020415,141.708825030574,"Automotive","East",51.4
10.069,127.17,92.0407,3,0.842470713637133,136.548028587419,"Dealer","East",43.61
13.966,128.24,87.48794,7,1.93683445677931,154.968450137017,"Supercenter","East",46.206
25.346,139.37,102.15141,5,2.62329219826319,148.909321026897,"Automotive","East",35.287
7.751,133.79,64.93112,2,1.04964830130729,160.471201197133,"Dealer","South",46.452
15.388,112.15,102.15812,7,1.90540769083132,127.777578279884,"Supercenter","West",40.433
8.041,114.8,72.61067,4,1.02363340092287,122.13899541394,"Dealer","South",46.588
6.239,127.8,107.52363,6,0.950849739277138,146.135941106371,"Automotive","East",47.057
11.339,128.7,147.52464,0,1.19249336735126,142.054279571717,"Automotive","South",46.924
3.016,115.94,107.41515,0,0.56191147123938,126.778342370225,"Supercenter","South",50.474
18.22,94.09,154.90335,3,1.95798459342152,105.772604325255,"Dealer","North",48.523
17.873,111.77,74.8071,0,2.06386890779315,130.5895717803,"Dealer","East",50.887
14.41,116.18,79.91638,13,1.48002639085545,126.001231805046,"Automotive","East",47.359
12.838,112.96,62.13544,2,1.4054943855875,129.388652463458,"Automotive","East",54.358
7.175,127.24,80.57244,4,0.669796627173272,146.779747409464,"Automotive","East",49.073
12.989,113.51,50.01766,0,1.55235727993183,125.216489824053,"Automotive","East",49.495
11.245,118.34,66.45393,12,1.18146704003036,129.405449231035,"Automotive","South",44.832
14.958,114.72,85.9896,0,1.46042535468704,128.113006258145,"Automotive","East",51.413
13.144,112.46,90.24828,0,1.24458953883632,131.709673355342,"Dealer","North",37.52
6.943,133.46,76.19999,0,0.87133397363442,149.353370184204,"Automotive","North",54.371
8.867,116.24,89.44865,2,1.38878441713987,135.633634828441,"Supercenter","South",48.173
17.509,123.37,64.97866,17,1.95999734844166,150.466054505541,"Dealer","East",52.512
15.087,124.88,85.24624,0,1.8995898616327,143.994660046435,"Automotive","East",43.918
15.972,127.64,95.04479,2,1.53014806585919,142.309564886771,"Automotive","East",63.124
16.568,126.16,51.05647,0,1.84077388125437,145.41178041342,"Automotive","North",45.387
7.381,125.92,118.05554,11,1.32771374006585,148.620382935084,"Dealer","South",47.853
7.224,129.84,116.3479,4,1.10516207484441,148.701415694941,"Dealer","South",45.087
14.198,119.55,70.63696,0,1.40360375827384,129.024221774887,"Automotive","East",54.064
13.124,138.39,90.10053,17,1.45666048525547,153.084617679519,"Dealer","East",41.735
11.45,124.75,128.9601,15,1.33419572306461,138.903510928663,"Dealer","East",51.776
15.965,124.95,153.18223,5,1.93674724240731,135.213706617286,"Dealer","East",53.907
9.144,120.09,31.46097,19,0.518690589100871,133.088332867339,"Automotive","East",54.46
9.309,130.98,70.21628,4,1.2545809160959,146.092100413976,"Automotive","South",50.701
9.157,119.5,100.38948,0,0.94400286372044,137.125459755244,"Automotive","South",46.174
11.464,122.87,76.69277,12,1.22098868098821,141.346302526122,"Automotive","East",44.973
18.547,121.54,87.98336,7,2.02362102933245,139.581105954041,"Automotive","East",47.191
10.337,122.42,81.40992,0,1.16082152268344,140.213552265075,"Automotive","West",47.955
6.309,136.71,54.40456,0,1.12380537715104,155.18831840205,"Supercenter","East",35.951
7.721,133.2,84.49557,18,1.09331742038359,153.189786563403,"Supercenter","South",55.362
15.91,140.18,71.75562,12,1.65865718276613,155.126349925441,"Dealer","East",52.513
9.835,101.07,12.77011,0,1.14018354915352,111.590082909958,"Automotive","East",49.615
9.035,124.44,82.25249,4,0.841910733039093,136.715455992805,"Dealer","South",47.964
16.146,121.14,106.90719,15,1.91168235613458,129.732164730566,"Automotive","East",53.864
16.06,126.05,132.54993,0,1.84399464803786,142.713816044976,"Automotive","East",46.903
10.794,134.75,121.42308,0,1.44839051915686,157.801815421728,"Automotive","East",36.135
