Size,Price
116.4621676,201557.0846
1077.912202,1247392.929
76.93262943,176186.8239
289.6185538,423376.4093
1494.972112,1295207.379
147.7488655,232656.695
168.3854293,355901.4039
143.0294634,280513.1601
202.8868276,294038.453
309.986945,507172.1812
921.5456391,1208096.467
121.1031309,172375.5584
91.65480118,197081.6626
230.6468154,297968.6931
92.44944172,188235.7204
234.9648241,378254.2053
148.5778204,273387.7386
30.40038275,65255.90837
343.5178979,425878.981
208.3181654,370100.7671
664.4329063,761585.0267
692.4883071,758348.9331
1171.902602,2156226.268
547.4017801,658069.8102
612.4276967,998297.5851
201.3289445,283980.5712
1115.447592,1348001.959
1208.573221,1312849.926
139.9576483,187394.186
115.0798827,210659.3394
370.3087056,683332.678
819.0262435,1102901.519
2474.719984,2475043.108
911.8956804,1062314.48
1185.172658,1122987.974
699.241231,911077.2646
98.38509441,158980.8221
36.52325644,92743.26997
46.35068573,102318.2717
234.1153243,479337.4562
1272.173747,1200966.794
121.0251987,224213.1357
250.5962402,347554.3569
1797.388242,2076186.326
171.032401,329881.3427
473.7336868,628853.0705
111.2092373,171174.0864
170.4049022,256571.9403
130.8554754,269309.6237
251.9449983,453798.053
1166.392023,999567.1571
325.7558116,471467.3632
750.2787621,1015771.536
149.3940022,355340.7609
241.3435179,363270.814
107.0685061,192783.3048
573.482119,747999.9595
241.2449696,337459.7885
253.2383223,288832.1643
340.9368442,527510.0809
86.64671947,163203.7332
634.7634324,746833.9352
151.4191077,197582.4696
443.5380079,592954.6914
126.2626206,231449.1873
191.9117611,328557.6809
32.98631698,94405.74339
199.6807173,367619.8869
75.64402968,123515.5485
204.1297557,284047.5291
220.1534137,364410.6602
215.4670017,362870.9378
382.0113847,476725.3543
278.8822924,269917.1016
408.2800143,473239.527
231.151533,320096.0465
714.7317886,753598.1353
304.7561967,468835.116
326.2277152,405650.5024
153.7821344,238390.263
444.4502495,528700.5362
47.28151736,85202.38054
716.193983,1016515.787
263.5752975,355836.7635
530.6519974,690726.8886
132.7028415,232951.1239
2938.500233,2889992.113
168.172451,286833.2244
250.2972977,392907.9014
160.2254527,291102.4182
681.6178023,798436.976
93.3177921,213850.1059
471.2816156,640920.3381
664.5781935,846172.3459
726.5938406,846812.1124
396.2439459,610698.8465
190.9168791,288247.8506
157.312254,259234.6725
224.947348,338508.7096
254.4545689,378420.0928
36.70947849,98946.50966
840.2783787,1150761.273
530.7104204,881641.1094
332.5882446,343871.6957
254.824817,390102.7461
659.9957351,796193.8991
214.767614,348296.745
37.81739982,98480.38877
127.0920355,223110.4232
971.2399785,1035555.533
104.1171804,160543.6432
1367.584538,1914091.815
3635.725579,2811592.926
310.4647797,386679.8669
69.94451507,113347.4173
600.2540468,717313.0362
57.0213705,115530.4252
