id,name,lat,lon,state
0,01,30.402850032,-84.40813210800002,FL
1,0220N-0221,29.368262316000028,-81.85236175199998,FL
2,0220N-0221-A,29.36135526700002,-81.83321466899997,FL
3,0221-0222,29.41402989,-81.874382824,FL
4,0221-0222-A,29.407318997,-81.88399345800002,FL
5,0221-0224-A,29.399089890000027,-81.82666593200003,FL
6,0221-0224-B,29.408651408000026,-81.82111248899997,FL
7,0221-0224-C,29.423330825,-81.818769368,FL
8,0221-0225,29.424082340999973,-81.825778022,FL
9,0221-A,29.379772996999975,-81.85365144500003,FL
10,0221-B,29.392306419000022,-81.864779199,FL
11,0221-C,29.397357116000023,-81.82674661800002,FL
12,0222-0223,29.455207499999972,-81.87903154999998,FL
13,0222-0224,29.44203409,-81.88043732800003,FL
14,0223-0224-A,29.486026813000024,-81.842747433,FL
15,0223-0224-B,29.459388319000027,-81.84444975999997,FL
16,0223-0224C,29.45608361,-81.85592081800002,FL
17,0223-A,29.49743172,-81.887188058,FL
18,0223-B,29.479302202999975,-81.881568119,FL
19,0224-0226-A,29.453051718999973,-81.79781967000002,FL
20,0224-0226-B,29.44367649999998,-81.79196906499999,FL
21,0224-0226-C,29.436610093000013,-81.78704019600002,FL
22,0224-A,29.482993215000022,-81.83186474399997,FL
23,0224-C,29.425049089000026,-81.8107999,FL
24,0224-D,29.387238078,-81.77853323900001,FL
25,0224-F,29.41852032700001,-81.76219396699997,FL
26,0225-0224,29.468433425,-81.84161249599998,FL
27,0225-P,29.42912869899999,-81.824094415,FL
28,0226-A,29.443107382,-81.76463923699998,FL
29,0226-B,29.445470248999982,-81.76772114699997,FL
30,0226-C,29.44126031000002,-81.78343900200002,FL
31,10,30.399227853000014,-84.41442178199998,FL
32,108 CONNECTOR TRAIL,38.068746723,-83.53338579000001,KY
33,10B,30.39463566400002,-84.42742815000003,FL
34,10C,30.396029063000015,-84.41900507100002,FL
35,10D,30.386057661,-84.42448296200001,FL
36,10R,30.358074052,-84.42285117900002,FL
37,11,30.397720847000016,-84.40309588600002,FL
38,11A,30.397720847000016,-84.40309588600002,FL
39,11B,30.403495884999984,-84.39584638000002,FL
40,11C,30.390551226000014,-84.39729203399997,FL
41,11D,30.392082131,-84.39321832899998,FL
42,11R,30.390551226000014,-84.39729203399997,FL
43,12A,30.40987996299998,-84.375946107,FL
44,12B,30.397854412000015,-84.36967246199998,FL
45,12C,30.409339408999983,-84.38199901899998,FL
46,12R,30.397863496000014,-84.37798888999998,FL
47,13,30.366292316,-84.38107438999998,FL
48,1302,36.77255251600002,-88.075312919,KY
49,1303,36.77238937200002,-88.07462298399997,KY
50,13R,30.387365854999985,-84.392161241,FL
51,13TH,30.376244972999984,-84.39318564000001,FL
52,14A,30.36266796299998,-84.383129843,FL
53,14B,30.361673215,-84.384816296,FL
54,14D,30.361642886000027,-84.390191663,FL
55,14R,30.34972869400002,-84.39533977899998,FL
56,15,30.319013601,-84.40898859700002,FL
57,15A,30.326266138,-84.427112674,FL
58,15B,30.327890378,-84.41827945300003,FL
59,15C,30.32219016800002,-84.42287500100002,FL
60,15F,30.326266138,-84.427112674,FL
61,15M,30.322919879999972,-84.42360943300002,FL
62,15N,30.318237394999983,-84.42078113500003,FL
63,15R,30.333960933000014,-84.41690746,FL
64,15TH,30.325581817,-84.428522488,FL
65,2,30.392317545000026,-84.53180268900002,FL
66,220 SPUR,30.551663134000023,-95.121921671,TX
67,2201,36.770507732,-88.08559234799998,KY
68,2202,36.76889748100001,-88.09257358000002,KY
69,2203,36.771983309,-88.08399228299999,KY
70,2301,36.769960774000026,-88.092206745,KY
71,2302,36.77064832299999,-88.08494377800002,KY
72,2303,36.769130986,-88.08547265599998,KY
73,2304,36.772003601,-88.08414504000001,KY
74,2305,36.770641832000024,-88.08507231800002,KY
75,2A,30.39021938899998,-84.53593750200002,FL
76,2B,30.387208824000027,-84.52605626899998,FL
77,3,30.410551059,-84.47499127700002,FL
78,3 FORKS,34.96671527799998,-83.261076231,GA
79,3 FORKS SPUR A,34.964998517000026,-83.21445669500002,GA
80,3 FORKS SPUR B,34.96494014000001,-83.214063947,GA
81,3201,36.77034785,-88.104624554,KY
82,3202,36.765167878,-88.101646599,KY
83,3203,36.762913572,-88.099258191,KY
84,3204,36.76573422299998,-88.09685264299998,KY
85,3205,36.76837296000002,-88.10522092100001,KY
86,3206,36.76007342999998,-88.098799961,KY
87,3207,36.769027428000015,-88.10739824,KY
88,3301,36.765293456,-88.10365158000002,KY
89,3302,36.76726305300002,-88.10485489500002,KY
90,3303,36.767307870000025,-88.09445494699997,KY
91,3304,36.76679404599997,-88.101606113,KY
92,3305,36.767804335,-88.104275611,KY
93,3306,36.76199329999997,-88.103304273,KY
94,3307,36.76742339600003,-88.09472418799999,KY
95,3308,36.76458358399998,-88.09977241799999,KY
96,3309,36.761492694000026,-88.10234523600002,KY
97,3310,36.761528387,-88.101479493,KY
98,3311,36.76433210699997,-88.09849527400002,KY
99,3312,36.763868289000015,-88.096601814,KY
100,3313,36.765410438,-88.09609652699999,KY
101,3314,36.765652208,-88.09494271099999,KY
102,3315,36.767008589,-88.09291730899997,KY
103,3316,36.767517284,-88.09268955099998,KY
104,3317,36.76449742400001,-88.09463411899998,KY
105,3318,36.76983815199998,-88.09794809099998,KY
106,3320,36.762942378,-88.097098678,KY
107,3321,36.76033337400003,-88.103870444,KY
108,3322,36.760229551,-88.10438285100003,KY
109,3323,36.76146364800002,-88.10436906500001,KY
110,3324,36.76573397300001,-88.105681802,KY
111,3325,36.76951377300003,-88.105486439,KY
112,3326,36.76008127,-88.098823449,KY
113,3327,36.760279728,-88.09896138099998,KY
114,3328,36.76116425599997,-88.09833346900001,KY
115,3329,36.76632700800002,-88.09496297599998,KY
116,3330,36.76565303000001,-88.10304969499998,KY
117,3331,36.76523749,-88.10157859200001,KY
118,3332,36.766704446,-88.100384029,KY
