case:concept:name,concept:name,time:timestamp,cost:total,human_resource,org:role,org:resource,outcome_unit,unsuccessful_outcome_unit,cost:fixed,cost:variable,cost:labor,cost:inventory,client,cost:maintenance,cost:missed_deadline,cost:transportation,cost:warehousing,quality,lifecycle:transition,concept:instance
0,A,2025-01-01 10:00:05,0,Ed,Boss,Machine 1,0,0,0,0,0,0,Krabs,32,0,48,55,5,start,i_1
0,A,2025-01-01 10:00:05,0,Ed,Boss,Machine 1,0,0,0,0,0,0,Krabs,32,0,48,55,5,complete,i_1
0,A,2025-01-01 10:00:15,20,Eddy,Employee,Machine 2,0,0,3,17,16,1,Krabs,32,0,48,55,5,start,i_2
0,A,2025-01-01 10:00:15,20,Eddy,Employee,Machine 2,0,0,3,17,16,1,Krabs,32,0,48,55,5,complete,i_2
0,C,2025-01-01 10:00:19,16,Ed,Boss,Machine 1,0,0,3,13,11,2,Krabs,32,0,48,55,5,start,i_3
0,C,2025-01-01 10:00:19,16,Ed,Boss,Machine 1,0,0,3,13,11,2,Krabs,32,0,48,55,5,complete,i_3
0,C,2025-01-01 10:00:28,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Krabs,32,0,48,55,5,start,i_4
0,C,2025-01-01 10:00:28,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Krabs,32,0,48,55,5,complete,i_4
0,B,2025-01-01 10:00:32,7,Edd,Employee,Machine 2,0,0,4,3,2,1,Krabs,32,0,48,55,5,start,i_5
0,B,2025-01-01 10:00:32,7,Edd,Employee,Machine 2,0,0,4,3,2,1,Krabs,32,0,48,55,5,complete,i_5
0,A,2025-01-01 10:00:34,13,Eddy,Employee,Machine 2,0,0,6,7,1,6,Krabs,32,0,48,55,5,start,i_6
0,A,2025-01-01 10:00:34,13,Eddy,Employee,Machine 2,0,0,6,7,1,6,Krabs,32,0,48,55,5,complete,i_6
0,C,2025-01-01 10:00:39,13,Edd,Employee,Machine 2,77,72,0,13,9,4,Krabs,32,0,48,55,5,start,i_7
0,D,2025-01-01 10:00:39,9,Ed,Boss,Machine 1,50,0,3,6,1,5,Krabs,32,0,48,55,5,start,i_8
0,C,2025-01-01 10:00:39,13,Edd,Employee,Machine 2,77,72,0,13,9,4,Krabs,32,0,48,55,5,complete,i_7
0,D,2025-01-01 10:00:39,9,Ed,Boss,Machine 1,50,0,3,6,1,5,Krabs,32,0,48,55,5,complete,i_8
0,A,2025-01-01 10:00:43,0,Edd,Employee,Machine 1,0,0,0,0,0,0,Krabs,32,0,48,55,5,start,i_9
0,A,2025-01-01 10:00:43,0,Edd,Employee,Machine 1,0,0,0,0,0,0,Krabs,32,0,48,55,5,complete,i_9
0,C,2025-01-01 10:00:46,11,Ed,Boss,Machine 1,41,29,6,5,4,1,Krabs,32,0,48,55,5,start,i_10
0,C,2025-01-01 10:00:46,11,Ed,Boss,Machine 1,41,29,6,5,4,1,Krabs,32,0,48,55,5,complete,i_10
0,D,2025-01-01 10:00:55,13,Edd,Employee,Machine 2,0,0,10,3,0,3,Krabs,32,0,48,55,5,start,i_11
0,D,2025-01-01 10:00:55,13,Edd,Employee,Machine 2,0,0,10,3,0,3,Krabs,32,0,48,55,5,complete,i_11
0,A,2025-01-01 10:01:04,1,Eddy,Employee,Machine 1,0,0,1,0,0,0,Krabs,32,0,48,55,5,start,i_12
0,A,2025-01-01 10:01:04,1,Eddy,Employee,Machine 1,0,0,1,0,0,0,Krabs,32,0,48,55,5,complete,i_12
0,A,2025-01-01 10:01:09,1,Edd,Employee,Machine 1,87,0,0,1,0,1,Krabs,32,0,48,55,5,start,i_13
0,A,2025-01-01 10:01:09,1,Edd,Employee,Machine 1,87,0,0,1,0,1,Krabs,32,0,48,55,5,complete,i_13
0,B,2025-01-01 10:01:19,6,Edd,Employee,Machine 1,0,0,3,3,1,2,Krabs,32,0,48,55,5,start,i_14
0,B,2025-01-01 10:01:19,6,Edd,Employee,Machine 1,0,0,3,3,1,2,Krabs,32,0,48,55,5,complete,i_14
0,A,2025-01-01 10:01:27,12,Ed,Boss,Machine 1,83,0,12,0,0,0,Krabs,32,0,48,55,5,start,i_15
0,A,2025-01-01 10:01:27,12,Ed,Boss,Machine 1,83,0,12,0,0,0,Krabs,32,0,48,55,5,complete,i_15
0,B,2025-01-01 10:01:36,0,Ed,Boss,Machine 1,82,47,0,0,0,0,Krabs,32,0,48,55,5,start,i_16
0,B,2025-01-01 10:01:36,0,Ed,Boss,Machine 1,82,47,0,0,0,0,Krabs,32,0,48,55,5,complete,i_16
0,A,2025-01-01 10:01:40,13,Ed,Boss,Machine 2,0,0,2,11,4,7,Krabs,32,0,48,55,5,start,i_17
0,A,2025-01-01 10:01:40,1,Eddy,Employee,Machine 2,23,0,1,0,0,0,Krabs,32,0,48,55,5,start,i_18
0,A,2025-01-01 10:01:40,13,Ed,Boss,Machine 2,0,0,2,11,4,7,Krabs,32,0,48,55,5,complete,i_17
0,A,2025-01-01 10:01:40,1,Eddy,Employee,Machine 2,23,0,1,0,0,0,Krabs,32,0,48,55,5,complete,i_18
0,B,2025-01-01 10:01:48,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Krabs,32,0,48,55,5,start,i_19
0,B,2025-01-01 10:01:48,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Krabs,32,0,48,55,5,complete,i_19
1,C,2025-01-01 10:01:56,19,Eddy,Employee,Machine 1,17,9,4,15,1,14,Krabs,0,99,49,0,4,start,i_20
1,C,2025-01-01 10:01:56,19,Eddy,Employee,Machine 1,17,9,4,15,1,14,Krabs,0,99,49,0,4,complete,i_20
1,C,2025-01-01 10:01:57,13,Eddy,Employee,Machine 2,0,0,9,4,0,4,Krabs,0,99,49,0,4,start,i_21
1,C,2025-01-01 10:01:57,13,Eddy,Employee,Machine 2,0,0,9,4,0,4,Krabs,0,99,49,0,4,complete,i_21
1,B,2025-01-01 10:02:05,2,Eddy,Employee,Machine 2,51,0,2,0,0,0,Krabs,0,99,49,0,4,start,i_22
1,B,2025-01-01 10:02:05,2,Eddy,Employee,Machine 2,51,0,2,0,0,0,Krabs,0,99,49,0,4,complete,i_22
1,A,2025-01-01 10:02:13,9,Ed,Boss,Machine 1,5,0,9,0,0,0,Krabs,0,99,49,0,4,start,i_23
1,A,2025-01-01 10:02:13,9,Ed,Boss,Machine 1,5,0,9,0,0,0,Krabs,0,99,49,0,4,complete,i_23
1,A,2025-01-01 10:02:23,4,Edd,Employee,Machine 1,69,59,4,0,0,0,Krabs,0,99,49,0,4,start,i_24
