Age,Price,Purchased
56,812.53,0
69,1281.62,0
46,1332.88,0
32,308.34,0
60,912.9,0
25,800.89,0
38,566.53,1
56,443.84,1
36,705.14,0
40,1431.49,0
28,687.84,0
28,922.55,0
41,1143.62,0
70,736.36,0
53,1466.14,0
57,1454.94,0
41,602.14,0
20,896.7,0
39,661.05,0
70,641.81,0
19,344.26,0
41,1031.48,0
61,903.21,0
47,361.77,0
55,634.38,0
19,1389.92,0
38,587.47,0
50,473.87,0
29,887.34,0
39,1482.78,0
61,590.47,0
42,1106.56,0
66,1213.94,0
44,585.17,0
59,1173.86,0
45,741.34,0
33,1058.77,0
32,1060.24,0
64,942.93,0
68,408.35,0
61,1302.36,0
69,684.94,0
20,523.82,0
54,348.93,1
68,1009.07,0
24,1113.08,0
38,319.91,0
26,914.51,0
56,571.79,0
35,1074.21,0
21,509.24,0
42,1129.13,0
31,764.08,0
67,1424.08,0
26,465.03,0
43,709.28,0
70,436.17,1
19,1409.63,0
37,1352.81,0
45,609.53,0
64,1091.98,0
24,1280.67,0
61,966.24,0
25,935.58,0
64,590.22,0
52,411.72,0
31,1376.66,0
34,1380.5,0
53,1059.72,0
67,706.84,0
57,719.05,0
21,1171.15,0
19,1376.53,0
23,1364.5,0
59,1235.85,0
21,1070.44,0
46,400.97,0
35,493.95,0
43,1378.27,0
61,1027.71,0
51,311.04,0
27,421.77,0
53,1096.2,0
31,306.07,0
48,492.97,0
65,958.48,0
32,1130.27,0
25,1082.35,0
31,569.12,0
40,1154.62,0
57,584.7,1
38,690.48,0
33,1195.79,0
62,1079.56,0
35,1319.07,0
64,1089.14,0
70,981.97,0
41,412.41,0
43,741.26,0
42,618.24,0
62,592.79,0
58,1467.61,0
46,771.72,0
32,1370.46,0
62,1057.37,0
18,1253.77,0
42,903.16,0
24,992.28,0
26,891.02,0
41,534.29,0
18,1166.94,0
61,636.93,0
25,329.18,0
41,1074.57,0
28,512.53,0
68,1428.55,0
34,1444.71,0
25,1397.84,0
52,744.19,0
52,318.55,0
50,1413.98,0
22,813.82,0
59,1459.99,0
56,1456.34,0
58,1323.61,0
45,653.34,0
24,762.12,0
26,1321.36,0
25,680.31,0
29,503.39,0
51,968.16,0
50,1423.39,0
65,1135.24,0
40,984.07,0
41,416.61,0
54,1038.01,0
52,1488.06,1
61,468.1,0
57,922.0,0
39,1352.85,0
44,1188.92,0
52,1136.42,0
18,1142.98,0
52,731.39,0
54,652.31,0
64,1271.23,0
31,1272.14,0
20,1340.49,0
18,1395.89,0
22,913.61,0
43,901.82,1
31,1257.95,0
56,1079.96,0
44,1142.36,0
26,1254.95,0
32,1368.01,0
32,705.59,0
43,750.7,0
59,412.78,0
30,993.94,0
68,343.13,0
49,858.72,0
56,951.17,0
66,643.85,0
69,1009.0,0
49,336.6,0
21,344.82,0
47,1287.12,0
54,732.23,0
40,452.47,0
56,926.69,0
62,1223.99,0
32,558.99,0
60,1047.47,0
46,402.42,0
53,362.02,0
30,937.63,0
49,948.76,0
24,1064.92,0
68,1171.31,0
39,1471.02,1
45,919.56,0
19,687.55,0
59,1254.22,0
62,625.0,0
70,826.77,0
23,394.15,0
45,330.42,0
45,1455.18,0
61,1303.18,0
61,1135.17,0
37,790.74,0
47,507.95,1
28,487.72,0
45,600.29,0
42,959.07,0
56,1157.52,0
50,1092.24,0
18,635.92,0
44,1445.84,0
