Retention,BranchA,Education,Experience
6.968099559,0,19,12.34557755
0.195684895,0,15,7.669670135
5.307988275,0,19,8.152030277
6.938461792,0,19,10.13974091
1.979461388,0,17,6.608842667
11.15527507,0,13,11.73015635
1.028698521,0,14,6.157751705
14.43122798,0,15,14.87634191
3.125595762,0,16,8.497910212
12.11314502,0,21,15.03489162
5.524381436,0,18,8.762440338
1.164062138,0,14,7.083139493
3.447300073,0,14,10.0761486
5.130328529,0,15,10.08242601
0.913226857,0,15,4.959451833
12.5697982,0,15,13.16125259
2.438681641,0,17,6.641202686
7.165867415,0,14,11.00685163
9.436839629,0,17,11.4843873
2.837985646,0,14,10.41415813
7.782562598,0,16,9.643623923
5.320987206,0,17,10.59305279
1.248212248,0,16,6.793921866
1.526190512,0,18,7.590360348
3.640373249,0,16,6.658704591
9.674246056,0,17,14.74027505
11.97956349,0,18,14.49345628
4.515486403,0,15,10.78793638
0.71032987,0,13,6.301296401
9.941768501,0,16,9.988829399
9.273531256,0,16,14.53501685
3.219545097,0,15,8.572905147
8.779684609,0,15,12.39374931
4.183776833,0,15,7.077992317
6.653394552,0,17,12.06811809
2.22047586,0,18,7.13248269
3.379809478,0,18,6.304878825
0.656116137,0,15,7.129324356
0.202715376,0,18,7.390651379
1.063182137,0,15,7.267957953
9.891173434,0,20,12.22382892
3.796151309,0,17,10.2055346
7.256228296,0,15,9.028747736
0.587497774,0,14,6.740490859
4.916000865,0,14,6.952213159
0.203907953,0,14,7.696629446
3.501693394,0,13,6.640839817
1.558150714,0,18,8.65547729
7.448402269,0,18,11.41520912
0.273092427,0,16,6.458527951
10.43764921,1,17,14.41077099
2.064144303,1,15,6.065738225
7.472408798,1,21,9.710425232
21.3770249,1,14,17.10915972
13.07684779,1,16,12.67187943
6.043725144,1,17,9.243450516
2.953944329,1,17,7.402708735
10.83378386,1,16,11.747758
5.091427379,1,12,9.962411959
5.469296155,1,13,8.875435714
9.151163504,1,17,10.95365721
5.90116136,1,16,8.533583095
16.6607767,1,14,17.97597408
17.485955,1,16,15.04083461
11.87783898,1,14,12.33875203
15.22380464,1,16,12.13972156
0.7222768,1,13,8.371354189
9.821305852,1,17,12.65733512
2.002319326,1,16,8.954215946
1.621758603,1,16,6.975836265
16.09460419,1,16,15.64954763
6.239700066,1,17,7.213086762
4.772948571,1,15,9.117410639
1.835529615,1,16,8.155149188
2.138325859,1,17,7.158772625
10.96609206,1,18,11.79692545
0.507537412,1,16,5.429155353
8.708951353,1,16,9.381432994
3.783329525,1,14,8.277113757
2.606890845,1,13,5.82950189
8.551596234,1,14,9.788747852
2.875964743,1,19,8.707361411
5.597514252,1,18,8.223323881
12.44201015,1,16,12.94334848
10.11836253,1,15,11.59722807
10.02433792,1,15,9.728631627
7.320513559,1,18,10.46947148
1.037309332,1,15,7.788064927
6.262081298,1,19,9.395976382
11.51076853,1,17,13.30652979
8.235922035,1,19,9.949755232
10.96281494,1,14,10.4853659
12.4947711,1,16,16.07428417
3.371081471,1,14,7.888917238
11.47922676,1,17,12.88237715
16.15659808,1,16,15.37145516
0.801211893,1,15,6.80750451
7.901664876,1,19,10.05290964
6.008233686,1,16,8.830274112
4.795102554,1,18,8.527501743
