sale_id,product_id,region_id,quantity,unit_price,discount_percent,total_amount,sale_date,customer_segment
1,1,1,25,79.99,0.0,1999.75,2024-06-01,Consumer
2,2,1,15,249.99,10.0,3374.87,2024-06-02,Corporate
3,6,1,100,24.99,5.0,2374.05,2024-06-03,Consumer
4,7,1,45,59.99,0.0,2699.55,2024-06-05,Consumer
5,11,1,30,44.99,0.0,1349.7,2024-06-07,"Small Business"
6,16,1,50,39.99,15.0,1699.58,2024-06-10,Consumer
7,21,1,80,29.99,0.0,2399.2,2024-06-12,Consumer
8,3,1,60,39.99,0.0,2399.4,2024-06-15,Corporate
9,5,1,20,129.99,5.0,2469.81,2024-06-18,Consumer
10,13,1,12,179.99,0.0,2159.88,2024-06-20,Corporate
11,1,2,35,79.99,5.0,2659.67,2024-06-01,Consumer
12,4,2,40,49.99,0.0,1999.6,2024-06-03,Consumer
13,8,2,25,149.99,10.0,3374.78,2024-06-05,Consumer
14,9,2,55,89.99,0.0,4949.45,2024-06-08,Corporate
15,12,2,70,34.99,0.0,2449.3,2024-06-10,"Small Business"
16,17,2,18,199.99,15.0,3059.85,2024-06-12,Consumer
17,19,2,40,79.99,0.0,3199.6,2024-06-15,Consumer
18,22,2,25,49.99,0.0,1249.75,2024-06-18,Corporate
19,2,2,22,249.99,5.0,5224.79,2024-06-20,Consumer
20,14,2,35,69.99,0.0,2449.65,2024-06-22,"Small Business"
21,1,3,20,79.99,0.0,1599.8,2024-06-02,Consumer
22,6,3,85,24.99,10.0,1910.99,2024-06-04,Corporate
23,10,3,60,34.99,0.0,2099.4,2024-06-06,Consumer
24,15,3,45,24.99,5.0,1068.32,2024-06-09,"Small Business"
25,20,3,90,14.99,0.0,1349.1,2024-06-11,Consumer
26,23,3,40,59.99,0.0,2399.6,2024-06-14,Consumer
27,5,3,15,129.99,10.0,1754.87,2024-06-16,Corporate
28,8,3,30,149.99,0.0,4499.7,2024-06-19,Consumer
29,13,3,8,179.99,5.0,1367.92,2024-06-21,Corporate
30,24,3,55,24.99,0.0,1374.45,2024-06-23,Consumer
31,2,4,18,249.99,0.0,4499.82,2024-06-01,Corporate
32,3,4,75,39.99,5.0,2849.29,2024-06-03,Consumer
33,7,4,50,59.99,0.0,2999.5,2024-06-06,Consumer
34,11,4,40,44.99,10.0,1619.64,2024-06-08,"Small Business"
35,16,4,65,39.99,0.0,2599.35,2024-06-11,Consumer
36,18,4,120,19.99,15.0,2038.98,2024-06-13,Corporate
37,21,4,70,29.99,0.0,2099.3,2024-06-16,Consumer
38,25,4,15,99.99,0.0,1499.85,2024-06-18,Consumer
39,4,4,55,49.99,0.0,2749.45,2024-06-21,"Small Business"
40,12,4,80,34.99,5.0,2659.24,2024-06-24,Consumer
41,1,5,45,79.99,0.0,3599.55,2024-06-02,Consumer
42,2,5,30,249.99,15.0,6374.75,2024-06-04,Corporate
43,5,5,35,129.99,0.0,4549.65,2024-06-07,Consumer
44,9,5,40,89.99,5.0,3419.62,2024-06-09,Consumer
45,14,5,25,69.99,0.0,1749.75,2024-06-12,"Small Business"
46,17,5,12,199.99,10.0,2159.89,2024-06-14,Consumer
47,22,5,50,49.99,0.0,2499.5,2024-06-17,Corporate
48,23,5,35,59.99,0.0,2099.65,2024-06-19,Consumer
49,3,5,90,39.99,10.0,3239.19,2024-06-22,Consumer
50,6,5,150,24.99,5.0,3561.08,2024-06-25,Consumer
51,1,6,60,79.99,10.0,4319.46,2024-06-01,Consumer
52,4,6,80,49.99,0.0,3999.2,2024-06-03,Consumer
53,6,6,200,24.99,15.0,4248.3,2024-06-06,Corporate
54,10,6,90,34.99,0.0,3149.1,2024-06-08,Consumer
55,15,6,100,24.99,5.0,2374.05,2024-06-11,"Small Business"
56,18,6,150,19.99,0.0,2998.5,2024-06-13,Consumer
57,20,6,180,14.99,10.0,2428.38,2024-06-16,Consumer
58,24,6,70,24.99,0.0,1749.3,2024-06-18,Corporate
59,7,6,65,59.99,5.0,3704.38,2024-06-21,Consumer
60,19,6,45,79.99,0.0,3599.55,2024-06-24,"Small Business"
61,1,7,30,79.99,5.0,2279.72,2024-06-02,Consumer
62,6,7,120,24.99,0.0,2998.8,2024-06-04,Consumer
63,8,7,20,149.99,0.0,2999.8,2024-06-07,Corporate
64,11,7,35,44.99,10.0,1417.19,2024-06-09,"Small Business"
65,16,7,55,39.99,0.0,2199.45,2024-06-12,Consumer
66,19,7,30,79.99,5.0,2279.72,2024-06-14,Consumer
67,21,7,60,29.99,0.0,1799.4,2024-06-17,Consumer
68,2,7,10,249.99,0.0,2499.9,2024-06-19,Corporate
69,9,7,35,89.99,10.0,2834.69,2024-06-22,Consumer
70,13,7,6,179.99,0.0,1079.94,2024-06-25,"Small Business"
71,2,8,25,249.99,0.0,6249.75,2024-06-01,Corporate
72,5,8,20,129.99,5.0,2469.81,2024-06-03,Consumer
73,8,8,15,149.99,0.0,2249.85,2024-06-06,Consumer
74,12,8,50,34.99,0.0,1749.5,2024-06-08,"Small Business"
75,14,8,30,69.99,10.0,1889.73,2024-06-11,Corporate
76,17,8,8,199.99,0.0,1599.92,2024-06-13,Consumer
77,22,8,35,49.99,0.0,1749.65,2024-06-16,Corporate
78,25,8,20,99.99,5.0,1899.81,2024-06-18,Consumer
79,3,8,45,39.99,0.0,1799.55,2024-06-21,Consumer
80,10,8,40,34.99,0.0,1399.6,2024-06-24,"Small Business"
