case:concept:name,concept:name,time:timestamp,cost:total,human_resource,org:role,org:resource,outcome_unit,unsuccessful_outcome_unit,cost:fixed,cost:variable,cost:labor,cost:inventory,client,cost:maintenance,cost:missed_deadline,cost:transportation,cost:warehousing,quality,lifecycle:transition,concept:instance
0,C,2025-01-01 10:00:06,10,Eddy,Employee,Machine 1,0,0,0,10,8,2,Squidward,59,50,45,8,5,complete,i_1
0,D,2025-01-01 10:00:15,5,Eddy,Employee,Machine 2,94,27,0,5,1,4,Squidward,59,50,45,8,5,complete,i_2
0,A,2025-01-01 10:00:17,13,Edd,Employee,Machine 1,70,0,11,2,1,1,Squidward,59,50,45,8,5,complete,i_3
0,A,2025-01-01 10:00:20,5,Eddy,Employee,Machine 2,26,24,0,5,5,0,Squidward,59,50,45,8,5,start,i_4
0,A,2025-01-01 10:00:20,15,Edd,Employee,Machine 2,32,17,12,3,3,0,Squidward,59,50,45,8,5,start,i_7
0,A,2025-01-01 10:00:25,0,Eddy,Employee,Machine 1,0,0,0,0,0,0,Squidward,59,50,45,8,5,complete,i_4
0,C,2025-01-01 10:00:32,19,Ed,Boss,Machine 2,0,0,3,16,12,4,Squidward,59,50,45,8,5,complete,i_5
0,D,2025-01-01 10:00:33,17,Eddy,Employee,Machine 2,0,0,8,9,2,7,Squidward,59,50,45,8,5,start,i_6
0,D,2025-01-01 10:00:36,11,Eddy,Employee,Machine 1,0,0,2,9,1,8,Squidward,59,50,45,8,5,complete,i_6
0,A,2025-01-01 10:00:43,9,Edd,Employee,Machine 2,11,0,1,8,8,0,Squidward,59,50,45,8,5,complete,i_7
0,A,2025-01-01 10:00:53,0,Ed,Boss,Machine 2,26,0,0,0,0,0,Squidward,59,50,45,8,5,complete,i_8
1,B,2025-01-01 10:01:26,16,Ed,Boss,Machine 1,20,0,4,12,10,2,Squidward,93,43,45,65,3,complete,i_9
1,B,2025-01-01 10:01:30,1,Eddy,Employee,Machine 2,12,0,1,0,0,0,Squidward,93,43,45,65,3,complete,i_10
1,C,2025-01-01 10:01:34,12,Ed,Boss,Machine 2,0,0,7,5,0,5,Squidward,93,43,45,65,3,start,i_11
1,B,2025-01-01 10:01:37,0,Eddy,Employee,Machine 2,78,0,0,0,0,0,Squidward,93,43,45,65,3,start,i_15
1,C,2025-01-01 10:01:38,18,Eddy,Employee,Machine 2,1,0,5,13,1,12,Squidward,93,43,45,65,3,complete,i_11
1,A,2025-01-01 10:01:42,5,Edd,Employee,Machine 1,0,0,2,3,0,3,Squidward,93,43,45,65,3,complete,i_12
1,C,2025-01-01 10:01:45,1,Eddy,Employee,Machine 1,0,0,0,1,1,0,Squidward,93,43,45,65,3,start,i_16
1,A,2025-01-01 10:01:57,5,Eddy,Employee,Machine 2,68,0,2,3,0,3,Squidward,93,43,45,65,3,complete,i_13
1,A,2025-01-01 10:01:58,4,Ed,Boss,Machine 2,0,0,1,3,3,0,Squidward,93,43,45,65,3,start,i_14
1,A,2025-01-01 10:02:11,5,Edd,Employee,Machine 1,58,0,4,1,1,0,Squidward,93,43,45,65,3,complete,i_14
1,B,2025-01-01 10:02:18,4,Ed,Boss,Machine 1,30,0,3,1,0,1,Squidward,93,43,45,65,3,complete,i_15
1,C,2025-01-01 10:02:20,12,Edd,Employee,Machine 1,61,44,5,7,7,0,Squidward,93,43,45,65,3,complete,i_16
