dimension,granularity,indicator_name,result,status
cost,activities,fixed_cost,265.0,Success
cost,activities,human_resource_count,3,Success
cost,activities,inventory_cost,124.0,Success
cost,activities,labor_cost,124.0,Success
cost,activities,labor_cost_and_total_cost_ratio,0.242,Success
cost,activities,resource_count,2,Success
cost,activities,rework_cost,365.0,Success
cost,activities,rework_count,45,Success
cost,activities,rework_percentage,0.703,Success
cost,activities,total_cost,513.0,Success
cost,activities,total_cost_and_lead_time_ratio,2061.161,Success
cost,activities,total_cost_and_outcome_unit_ratio,0.449,Success
cost,activities,total_cost_and_service_time_ratio,3195.156,Success
cost,activities,variable_cost,248.0,Success
cost,cases,automated_activity_cost,22.0,Success
cost,cases,desired_activity_count,2,Success
cost,cases,direct_cost,51.0,Success
cost,cases,fixed_cost,17.0,Success
cost,cases,human_resource_count,3,Success
cost,cases,inventory_cost,19.0,Success
cost,cases,labor_cost,31.0,Success
cost,cases,labor_cost_and_total_cost_ratio,0.463,Success
cost,cases,maintenance_cost,59.0,Success
cost,cases,missed_deadline_cost,50.0,Success
cost,cases,overhead_cost,16.0,Success
cost,cases,resource_count,2,Success
cost,cases,rework_cost,39.0,Success
cost,cases,rework_count,5,Success
cost,cases,rework_percentage,0.625,Success
cost,cases,total_cost,67.0,Success
cost,cases,total_cost_and_lead_time_ratio,7309.091,Success
cost,cases,total_cost_and_outcome_unit_ratio,0.333,Success
cost,cases,total_cost_and_service_time_ratio,7780.645,Success
cost,cases,transportation_cost,45.0,Success
cost,cases,variable_cost,50.0,Success
cost,cases,warehousing_cost,8.0,Success
cost,groups,automated_activity_cost,88.0,Success
cost,groups,desired_activity_count,6,Success
cost,groups,direct_cost,153.0,Success
cost,groups,expected_automated_activity_cost,29.333,Success
cost,groups,expected_desired_activity_count,2.0,Success
cost,groups,expected_direct_cost,51.0,Success
cost,groups,expected_fixed_cost,22.0,Success
cost,groups,expected_human_resource_count,3.0,Success
cost,groups,expected_inventory_cost,17.333,Success
cost,groups,expected_labor_cost,17.0,Success
cost,groups,expected_labor_cost_and_total_cost_ratio,0.302,Success
cost,groups,expected_maintenance_cost,72.0,Success
cost,groups,expected_missed_deadline_cost,34.0,Success
cost,groups,expected_overhead_cost,5.333,Success
cost,groups,expected_resource_count,2.0,Success
cost,groups,expected_rework_cost,27.0,Success
cost,groups,expected_rework_count,4.333,Success
cost,groups,expected_rework_percentage,0.564,Success
cost,groups,expected_total_cost,56.333,Success
cost,groups,expected_total_cost_and_lead_time_ratio,4512.619,Success
cost,groups,expected_total_cost_and_outcome_unit_ratio,0.3,Success
cost,groups,expected_total_cost_and_service_time_ratio,3946.027,Success
cost,groups,expected_transportation_cost,45.0,Success
cost,groups,expected_variable_cost,34.333,Success
cost,groups,expected_warehousing_cost,31.667,Success
cost,groups,fixed_cost,66.0,Success
cost,groups,human_resource_and_case_count_ratio,3.0,Success
cost,groups,human_resource_count,9,Success
cost,groups,inventory_cost,52.0,Success
cost,groups,labor_cost,51.0,Success
cost,groups,labor_cost_and_total_cost_ratio,0.302,Success
cost,groups,maintenance_cost,216.0,Success
cost,groups,missed_deadline_cost,102.0,Success
cost,groups,overhead_cost,16.0,Success
cost,groups,resource_count,2,Success
cost,groups,rework_cost,81.0,Success
cost,groups,rework_count,13,Success
cost,groups,rework_percentage,0.591,Success
cost,groups,total_cost,169.0,Success
cost,groups,total_cost_and_lead_time_ratio,2856.338,Success
cost,groups,total_cost_and_outcome_unit_ratio,0.3,Success
cost,groups,total_cost_and_service_time_ratio,2953.398,Success
cost,groups,transportation_cost,135.0,Success
cost,groups,variable_cost,103.0,Success
cost,groups,warehousing_cost,95.0,Success
cost,instances,fixed_cost_for_single_events_of_activity_instances,16.0,Success
cost,instances,fixed_cost_for_sum_of_all_events_of_activity_instances,25.0,Success
cost,instances,inventory_cost_for_single_events_of_activity_instances,0.0,Success
