Label,ROIs_name
1,lh_A8m
2,lh_A8dl
3,lh_A9l
4,lh_A6dl
5,lh_A6m
6,lh_A9m
7,lh_A10m
8,lh_A9/46d
9,lh_IFJ
10,lh_A46
11,lh_A9/46v
12,lh_A8vl
13,lh_A6vl
14,lh_A10l
15,lh_A44d
16,lh_IFS
17,lh_A45c
18,lh_A45r
19,lh_A44op
20,lh_A44v
21,lh_A14m
22,lh_A12/47o
23,lh_A11l
24,lh_A11m
25,lh_A13
26,lh_A12/47l
27,lh_A4hf
28,lh_A6cdl
29,lh_A4ul
30,lh_A4t
31,lh_A4tl
32,lh_A6cvl
33,lh_A1/2/3ll
34,lh_A4ll
35,lh_A38m
36,lh_A41/42
37,lh_TE1.0/TE1.2
38,lh_A22c
39,lh_A38l
40,lh_A22r
41,lh_A21c
42,lh_A21r
43,lh_A37dl
44,lh_aSTS
45,lh_A20iv
46,lh_A37elv
47,lh_A20r
48,lh_A20il
49,lh_A37vl
50,lh_A20cl
51,lh_A20cv
52,lh_A20rv
53,lh_A37mv
54,lh_A37lv
55,lh_A35/36r
56,lh_A35/36c
57,lh_TL
58,lh_A28/34
59,lh_TI
60,lh_TH
61,lh_rpSTS
62,lh_cpSTS
63,lh_A7r
64,lh_A7c
65,lh_A5l
66,lh_A7pc
67,lh_A7ip
68,lh_A39c
69,lh_A39rd
70,lh_A40rd
71,lh_A40c
72,lh_A39rv
73,lh_A40rv
74,lh_A7m
75,lh_A5m
76,lh_dmPOS
77,lh_A31
78,lh_A1/2/3ulhf
79,lh_A1/2/3tonIa
80,lh_A2
81,lh_A1/2/3tru
82,lh_G
83,lh_vIa
84,lh_dIa
85,lh_vId/vIg
86,lh_dIg
87,lh_dId
88,lh_A23d
89,lh_A24rv
90,lh_A32p
91,lh_A23v
92,lh_A24cd
93,lh_A23c
94,lh_A32sg
95,lh_cLinG
96,lh_rCunG
97,lh_cCunG
98,lh_rLinG
99,lh_vmPOS
100,lh_mOccG
101,lh_V5/MT+
102,lh_OPC
103,lh_iOccG
104,lh_msOccG
105,lh_lsOccG
106,rh_A8m
107,rh_A8dl
108,rh_A9l
109,rh_A6dl
110,rh_A6m
111,rh_A9m
112,rh_A10m
113,rh_A9/46d
114,rh_IFJ
115,rh_A46
116,rh_A9/46v
117,rh_A8vl
118,rh_A6vl
119,rh_A10l
120,rh_A44d
121,rh_IFS
122,rh_A45c
123,rh_A45r
124,rh_A44op
125,rh_A44v
126,rh_A14m
127,rh_A12/47o
128,rh_A11l
129,rh_A11m
130,rh_A13
131,rh_A12/47l
132,rh_A4hf
133,rh_A6cdl
134,rh_A4ul
135,rh_A4t
136,rh_A4tl
137,rh_A6cvl
138,rh_A1/2/3ll
139,rh_A4ll
140,rh_A38m
141,rh_A41/42
142,rh_TE1.0/TE1.2
143,rh_A22c
144,rh_A38l
145,rh_A22r
146,rh_A21c
147,rh_A21r
148,rh_A37dl
149,rh_aSTS
150,rh_A20iv
151,rh_A37elv
152,rh_A20r
153,rh_A20il
154,rh_A37vl
155,rh_A20cl
156,rh_A20cv
157,rh_A20rv
158,rh_A37mv
159,rh_A37lv
160,rh_A35/36r
161,rh_A35/36c
162,rh_TL
163,rh_A28/34
164,rh_TI
165,rh_TH
166,rh_rpSTS
167,rh_cpSTS
168,rh_A7r
169,rh_A7c
170,rh_A5l
171,rh_A7pc
172,rh_A7ip
173,rh_A39c
174,rh_A39rd
175,rh_A40rd
176,rh_A40c
177,rh_A39rv
178,rh_A40rv
179,rh_A7m
180,rh_A5m
181,rh_dmPOS
182,rh_A31
183,rh_A1/2/3ulhf
184,rh_A1/2/3tonIa
185,rh_A2
186,rh_A1/2/3tru
187,rh_G
188,rh_vIa
189,rh_dIa
190,rh_vId/vIg
191,rh_dIg
192,rh_dId
193,rh_A23d
194,rh_A24rv
195,rh_A32p
196,rh_A23v
197,rh_A24cd
198,rh_A23c
199,rh_A32sg
200,rh_cLinG
201,rh_rCunG
202,rh_cCunG
203,rh_rLinG
204,rh_vmPOS
205,rh_mOccG
206,rh_V5/MT+
207,rh_OPC
208,rh_iOccG
209,rh_msOccG
210,rh_lsOccG
