Label,ROIs_name
1,lh_V1
2,lh_MST
3,lh_V6
4,lh_V2
5,lh_V3
6,lh_V4
7,lh_V8
8,lh_4
9,lh_3b
10,lh_FEF
11,lh_PEF
12,lh_55b
13,lh_V3A
14,lh_RSC
15,lh_POS2
16,lh_V7
17,lh_IPS1
18,lh_FFC
19,lh_V3B
20,lh_LO1
21,lh_LO2
22,lh_PIT
23,lh_MT
24,lh_A1
25,lh_PSL
26,lh_SFL
27,lh_PCV
28,lh_STV
29,lh_7Pm
30,lh_7m
31,lh_POS1
32,lh_23d
33,lh_v23ab
34,lh_d23ab
35,lh_31pv
36,lh_5m
37,lh_5mv
38,lh_23c
39,lh_5L
40,lh_24dd
41,lh_24dv
42,lh_7AL
43,lh_SCEF
44,lh_6ma
45,lh_7Am
46,lh_7PL
47,lh_7PC
48,lh_LIPv
49,lh_VIP
50,lh_MIP
51,lh_1
52,lh_2
53,lh_3a
54,lh_6d
55,lh_6mp
56,lh_6v
57,lh_p24pr
58,lh_33pr
59,lh_a24pr
60,lh_p32pr
61,lh_a24
62,lh_d32
63,lh_8BM
64,lh_p32
65,lh_10r
66,lh_47m
67,lh_8Av
68,lh_8Ad
69,lh_9m
70,lh_8BL
71,lh_9p
72,lh_10d
73,lh_8C
74,lh_44
75,lh_45
76,lh_47l
77,lh_a47r
78,lh_6r
79,lh_IFJa
80,lh_IFJp
81,lh_IFSp
82,lh_IFSa
83,lh_p9-46v
84,lh_46
85,lh_a9-46v
86,lh_9-46d
87,lh_9a
88,lh_10v
89,lh_a10p
90,lh_10pp
91,lh_11l
92,lh_13l
93,lh_OFC
94,lh_47s
95,lh_LIPd
96,lh_6a
97,lh_i6-8
98,lh_s6-8
99,lh_43
100,lh_OP4
101,lh_OP1
102,lh_OP2-3
103,lh_52
104,lh_RI
105,lh_PFcm
106,lh_PoI2
107,lh_TA2
108,lh_FOP4
109,lh_MI
110,lh_Pir
111,lh_AVI
112,lh_AAIC
113,lh_FOP1
114,lh_FOP3
115,lh_FOP2
116,lh_PFt
117,lh_AIP
118,lh_EC
119,lh_PreS
120,lh_H
121,lh_ProS
122,lh_PeEc
123,lh_STGa
124,lh_PBelt
125,lh_A5
126,lh_PHA1
127,lh_PHA3
128,lh_STSda
129,lh_STSdp
130,lh_STSvp
131,lh_TGd
132,lh_TE1a
133,lh_TE1p
134,lh_TE2a
135,lh_TF
136,lh_TE2p
137,lh_PHT
138,lh_PH
139,lh_TPOJ1
140,lh_TPOJ2
141,lh_TPOJ3
142,lh_DVT
143,lh_PGp
144,lh_IP2
145,lh_IP1
146,lh_IP0
147,lh_PFop
148,lh_PF
149,lh_PFm
