case:concept:name;concept:name;time:timestamp;lifecycle:transition;cost:total;human_resource;org:role;org:resource;outcome_unit;cost:fixed;cost:variable;cost:labor;cost:inventory;unsuccessful_outcome_unit;client;cost:maintenance;cost:missed_deadline;cost:transportation;cost:warehousing;quality
0;A;2025-01-01 10:00:05;complete;8;Edd;Employee;Machine 1;0;2;6;5;1;0;Squidward;57;70;0;0;2
0;A;2025-01-01 10:00:14;start;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Squidward;57;70;0;0;2
0;C;2025-01-01 10:00:20;complete;5;Ed;Boss;Machine 1;0;2;3;1;2;0;Squidward;57;70;0;0;2
0;A;2025-01-01 10:00:21;start;18;Eddy;Employee;Machine 1;0;8;10;7;3;0;Squidward;57;70;0;0;2
0;B;2025-01-01 10:00:27;complete;14;Ed;Boss;Machine 2;0;8;6;2;4;0;Squidward;57;70;0;0;2
0;A;2025-01-01 10:00:28;complete;7;Ed;Boss;Machine 2;0;2;5;5;0;0;Squidward;57;70;0;0;2
0;D;2025-01-01 10:00:31;complete;5;Eddy;Employee;Machine 1;95;3;2;0;2;85;Squidward;57;70;0;0;2
0;A;2025-01-01 10:00:37;complete;11;Edd;Employee;Machine 1;0;5;6;0;6;0;Squidward;57;70;0;0;2
0;C;2025-01-01 10:00:46;start;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Squidward;57;70;0;0;2
0;C;2025-01-01 10:00:55;start;10;Ed;Boss;Machine 1;0;10;0;0;0;0;Squidward;57;70;0;0;2
0;B;2025-01-01 10:01:05;complete;14;Edd;Employee;Machine 2;62;8;6;5;1;5;Squidward;57;70;0;0;2
0;A;2025-01-01 10:01:09;complete;13;Ed;Boss;Machine 1;0;13;0;0;0;0;Squidward;57;70;0;0;2
0;B;2025-01-01 10:01:14;complete;19;Eddy;Employee;Machine 2;99;3;16;10;6;0;Squidward;57;70;0;0;2
1;D;2025-01-01 10:01:20;complete;20;Edd;Employee;Machine 2;0;11;9;3;6;0;Bob;0;74;0;0;2
1;A;2025-01-01 10:01:25;complete;17;Edd;Employee;Machine 2;0;1;16;13;3;0;Bob;0;74;0;0;2
1;C;2025-01-01 10:01:33;start;11;Ed;Boss;Machine 2;78;2;9;2;7;0;Bob;0;74;0;0;2
1;A;2025-01-01 10:01:34;complete;5;Ed;Boss;Machine 2;0;4;1;0;1;0;Bob;0;74;0;0;2
1;C;2025-01-01 10:01:35;start;11;Ed;Boss;Machine 1;85;1;10;4;6;0;Bob;0;74;0;0;2
1;A;2025-01-01 10:01:38;start;10;Ed;Boss;Machine 1;0;7;3;2;1;0;Bob;0;74;0;0;2
1;C;2025-01-01 10:01:41;complete;7;Eddy;Employee;Machine 2;0;6;1;0;1;0;Bob;0;74;0;0;2
1;A;2025-01-01 10:01:50;complete;6;Edd;Employee;Machine 1;0;6;0;0;0;0;Bob;0;74;0;0;2
1;C;2025-01-01 10:01:55;start;13;Ed;Boss;Machine 1;38;6;7;5;2;0;Bob;0;74;0;0;2
1;D;2025-01-01 10:01:58;complete;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Bob;0;74;0;0;2
1;D;2025-01-01 10:02:00;complete;5;Ed;Boss;Machine 2;19;5;0;0;0;0;Bob;0;74;0;0;2
1;D;2025-01-01 10:02:02;start;17;Eddy;Employee;Machine 1;0;15;2;0;2;0;Bob;0;74;0;0;2
1;C;2025-01-01 10:02:12;complete;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Bob;0;74;0;0;2
1;A;2025-01-01 10:02:21;complete;0;Ed;Boss;Machine 2;75;0;0;0;0;0;Bob;0;74;0;0;2
1;A;2025-01-01 10:02:26;start;1;Eddy;Employee;Machine 1;0;1;0;0;0;0;Bob;0;74;0;0;2
1;D;2025-01-01 10:02:28;complete;5;Ed;Boss;Machine 2;0;3;2;1;1;0;Bob;0;74;0;0;2
2;A;2025-01-01 10:02:34;complete;2;Edd;Employee;Machine 1;92;1;1;1;0;0;Patrick;51;0;0;51;4
2;A;2025-01-01 10:02:43;start;3;Eddy;Employee;Machine 1;25;0;3;0;3;0;Patrick;51;0;0;51;4
2;A;2025-01-01 10:02:51;complete;5;Ed;Boss;Machine 1;2;4;1;0;1;0;Patrick;51;0;0;51;4
2;A;2025-01-01 10:02:58;complete;7;Ed;Boss;Machine 1;0;0;7;7;0;0;Patrick;51;0;0;51;4
2;D;2025-01-01 10:03:00;complete;12;Edd;Employee;Machine 2;99;11;1;1;0;52;Patrick;51;0;0;51;4
2;A;2025-01-01 10:03:03;complete;1;Edd;Employee;Machine 2;87;1;0;0;0;0;Patrick;51;0;0;51;4
2;C;2025-01-01 10:03:09;complete;15;Edd;Employee;Machine 2;0;8;7;5;2;0;Patrick;51;0;0;51;4
2;A;2025-01-01 10:03:19;start;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Patrick;51;0;0;51;4
2;A;2025-01-01 10:03:26;start;0;Edd;Employee;Machine 2;0;0;0;0;0;0;Patrick;51;0;0;51;4
2;A;2025-01-01 10:03:28;start;8;Eddy;Employee;Machine 2;10;2;6;5;1;0;Patrick;51;0;0;51;4
2;A;2025-01-01 10:03:33;start;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Patrick;51;0;0;51;4
3;C;2025-01-01 10:03:42;start;17;Edd;Employee;Machine 2;87;12;5;5;0;0;Squidward;0;86;0;86;3
3;C;2025-01-01 10:03:50;complete;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Squidward;0;86;0;86;3
3;A;2025-01-01 10:03:52;start;6;Edd;Employee;Machine 1;85;5;1;1;0;0;Squidward;0;86;0;86;3
