number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000594,Active,True,0,0,0,True,Caller 92,Opened by  9,1/3/2016 10:16,Created by 5,1/3/2016 11:03,Updated by 20,1/3/2016 11:03,Phone,Location 204,Category 55,Subcategory 170,Symptom 107,?,2 - Medium,1 - High,2 - High,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 6,17/3/2016 11:11,24/3/2016 18:59
INC0000594,Active,True,0,0,1,True,Caller 92,Opened by  9,1/3/2016 10:16,Created by 5,1/3/2016 11:03,Updated by 20,1/3/2016 12:10,Phone,Location 204,Category 55,Subcategory 170,Symptom 107,?,1 - High,1 - High,1 - Critical,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 6,17/3/2016 11:11,24/3/2016 18:59
INC0000594,Active,True,0,0,6,True,Caller 92,Opened by  9,1/3/2016 10:16,Created by 5,1/3/2016 11:03,Updated by 770,3/3/2016 14:54,Phone,Location 204,Category 55,Subcategory 170,Symptom 107,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 6,17/3/2016 11:11,24/3/2016 18:59
INC0000594,Awaiting User Info,True,0,0,8,True,Caller 92,Opened by  9,1/3/2016 10:16,Created by 5,1/3/2016 11:03,Updated by 20,8/3/2016 09:24,Phone,Location 204,Category 55,Subcategory 170,Symptom 107,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 6,17/3/2016 11:11,24/3/2016 18:59
INC0000594,Resolved,True,0,0,12,True,Caller 92,Opened by  9,1/3/2016 10:16,Created by 5,1/3/2016 11:03,Updated by 20,17/3/2016 11:11,Phone,Location 204,Category 55,Subcategory 170,Symptom 107,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 6,17/3/2016 11:11,24/3/2016 18:59
INC0000594,Closed,False,0,0,13,False,Caller 92,Opened by  9,1/3/2016 10:16,Created by 5,1/3/2016 11:03,Updated by 908,24/3/2016 18:59,Phone,Location 204,Category 55,Subcategory 170,Symptom 107,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 7,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 6,17/3/2016 11:11,24/3/2016 18:59
INC0000914,New,True,0,0,0,True,Caller 2760,Opened by  47,1/3/2016 19:59,Created by 25,1/3/2016 20:17,Updated by 111,1/3/2016 20:17,Phone,Location 204,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,8/3/2016 13:34,24/3/2016 18:40
INC0000914,New,True,1,0,1,True,Caller 2760,Opened by  47,1/3/2016 19:59,Created by 25,1/3/2016 20:17,Updated by 750,2/3/2016 08:17,Phone,Location 204,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,8/3/2016 13:34,24/3/2016 18:40
INC0000914,Active,True,1,0,2,True,Caller 2760,Opened by  47,1/3/2016 19:59,Created by 25,1/3/2016 20:17,Updated by 465,2/3/2016 13:49,Phone,Location 204,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,8/3/2016 13:34,24/3/2016 18:40
INC0000914,Active,True,1,0,4,True,Caller 2760,Opened by  47,1/3/2016 19:59,Created by 25,1/3/2016 20:17,Updated by 465,7/3/2016 10:08,Phone,Location 204,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,8/3/2016 13:34,24/3/2016 18:40
INC0000914,Resolved,True,1,0,5,True,Caller 2760,Opened by  47,1/3/2016 19:59,Created by 25,1/3/2016 20:17,Updated by 465,8/3/2016 13:34,Phone,Location 204,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,8/3/2016 13:34,24/3/2016 18:40
INC0000914,Closed,False,1,0,6,False,Caller 2760,Opened by  47,1/3/2016 19:59,Created by 25,1/3/2016 20:17,Updated by 908,24/3/2016 18:40,Phone,Location 204,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 113,8/3/2016 13:34,24/3/2016 18:40
INC0001401,Active,True,0,0,0,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,2/3/2016 15:15,Phone,Location 204,Category 45,Subcategory 207,Symptom 337,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Active,True,0,0,40,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,27/6/2016 21:18,Phone,Location 204,Category 45,Subcategory 207,Symptom 337,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Active,True,0,0,43,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,1/7/2016 11:50,Phone,Location 204,Category 45,Subcategory 207,Symptom 337,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Awaiting Vendor,True,0,0,45,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,5/7/2016 09:25,Phone,Location 204,Category 45,Subcategory 207,Symptom 337,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Awaiting Vendor,True,0,0,48,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,8/7/2016 10:55,Phone,Location 204,Category 45,Subcategory 207,Symptom 337,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Active,True,0,0,64,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,24/8/2016 08:48,Phone,Location 204,Category 45,Subcategory 207,Symptom 337,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Active,True,0,0,73,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,19/9/2016 13:50,Phone,Location 204,Category 46,Subcategory 115,Symptom 396,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Active,True,1,0,74,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,20/9/2016 09:59,Phone,Location 204,Category 46,Subcategory 115,Symptom 396,?,2 - Medium,2 - Medium,3 - Moderate,Group 2,Resolver 178,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Active,True,2,0,77,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 658,23/9/2016 13:58,Phone,Location 204,Category 46,Subcategory 115,Symptom 396,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Awaiting User Info,True,2,0,83,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,6/10/2016 15:16,Phone,Location 204,Category 46,Subcategory 115,Symptom 396,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Awaiting Problem,True,2,0,89,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,24/10/2016 15:31,Phone,Location 204,Category 46,Subcategory 115,Symptom 396,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,False,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Resolved,True,2,0,90,True,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 783,9/11/2016 15:53,Phone,Location 204,Category 46,Subcategory 115,Symptom 396,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,True,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001401,Closed,False,2,0,91,False,Caller 3035,Opened by  441,2/3/2016 15:08,Created by 182,2/3/2016 15:15,Updated by 908,14/11/2016 16:00,Phone,Location 204,Category 46,Subcategory 115,Symptom 396,?,2 - Medium,2 - Medium,3 - Moderate,Group 31,Resolver 207,True,True,Do Not Notify,?,CHG0003167,?,?,code 6,Resolved by 188,9/11/2016 15:53,14/11/2016 16:00
INC0001695,New,True,0,0,0,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 340,3/3/2016 09:43,Phone,Location 35,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,1,0,1,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 746,4/3/2016 02:08,Phone,Location 35,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,2,0,2,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 308,4/3/2016 08:28,Phone,Location 35,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 45,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,2,0,3,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 259,4/3/2016 09:26,Phone,Location 35,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 45,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,3,0,4,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 259,4/3/2016 09:27,Phone,Location 35,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,4,0,5,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 451,4/3/2016 10:39,Phone,Location 35,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 50,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
INC0001695,New,True,5,0,6,True,Caller 3830,Opened by  180,3/3/2016 09:41,Created by 81,3/3/2016 09:43,Updated by 259,4/3/2016 12:14,Phone,Location 35,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,11/3/2016 12:47,24/3/2016 18:50
