case:concept:name;concept:name;time:timestamp;cost:total;human_resource;org:role;org:resource;outcome_unit;cost:fixed;cost:variable;cost:labor;cost:inventory;unsuccessful_outcome_unit;client;cost:maintenance;cost:missed_deadline;cost:transportation;cost:warehousing;quality
0;A;2025-01-01 10:00:05;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Krabs;32;0;48;55;5
0;A;2025-01-01 10:00:15;20;Eddy;Employee;Machine 2;0;3;17;16;1;0;Krabs;32;0;48;55;5
0;C;2025-01-01 10:00:19;16;Ed;Boss;Machine 1;0;3;13;11;2;0;Krabs;32;0;48;55;5
0;C;2025-01-01 10:00:28;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Krabs;32;0;48;55;5
0;B;2025-01-01 10:00:32;7;Edd;Employee;Machine 2;0;4;3;2;1;0;Krabs;32;0;48;55;5
0;A;2025-01-01 10:00:34;13;Eddy;Employee;Machine 2;0;6;7;1;6;0;Krabs;32;0;48;55;5
0;C;2025-01-01 10:00:39;13;Edd;Employee;Machine 2;77;0;13;9;4;72;Krabs;32;0;48;55;5
0;D;2025-01-01 10:00:39;9;Ed;Boss;Machine 1;50;3;6;1;5;0;Krabs;32;0;48;55;5
0;A;2025-01-01 10:00:43;0;Edd;Employee;Machine 1;0;0;0;0;0;0;Krabs;32;0;48;55;5
0;C;2025-01-01 10:00:46;11;Ed;Boss;Machine 1;41;6;5;4;1;29;Krabs;32;0;48;55;5
0;D;2025-01-01 10:00:55;13;Edd;Employee;Machine 2;0;10;3;0;3;0;Krabs;32;0;48;55;5
0;A;2025-01-01 10:01:04;1;Eddy;Employee;Machine 1;0;1;0;0;0;0;Krabs;32;0;48;55;5
0;A;2025-01-01 10:01:09;1;Edd;Employee;Machine 1;87;0;1;0;1;0;Krabs;32;0;48;55;5
0;B;2025-01-01 10:01:19;6;Edd;Employee;Machine 1;0;3;3;1;2;0;Krabs;32;0;48;55;5
0;A;2025-01-01 10:01:27;12;Ed;Boss;Machine 1;83;12;0;0;0;0;Krabs;32;0;48;55;5
0;B;2025-01-01 10:01:36;0;Ed;Boss;Machine 1;82;0;0;0;0;47;Krabs;32;0;48;55;5
0;A;2025-01-01 10:01:40;13;Ed;Boss;Machine 2;0;2;11;4;7;0;Krabs;32;0;48;55;5
0;A;2025-01-01 10:01:40;1;Eddy;Employee;Machine 2;23;1;0;0;0;0;Krabs;32;0;48;55;5
0;B;2025-01-01 10:01:48;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Krabs;32;0;48;55;5
1;C;2025-01-01 10:01:56;19;Eddy;Employee;Machine 1;17;4;15;1;14;9;Krabs;0;99;49;0;4
1;C;2025-01-01 10:01:57;13;Eddy;Employee;Machine 2;0;9;4;0;4;0;Krabs;0;99;49;0;4
1;B;2025-01-01 10:02:05;2;Eddy;Employee;Machine 2;51;2;0;0;0;0;Krabs;0;99;49;0;4
1;A;2025-01-01 10:02:13;9;Ed;Boss;Machine 1;5;9;0;0;0;0;Krabs;0;99;49;0;4
1;A;2025-01-01 10:02:23;4;Edd;Employee;Machine 1;69;4;0;0;0;59;Krabs;0;99;49;0;4
1;D;2025-01-01 10:02:30;12;Ed;Boss;Machine 1;21;0;12;0;12;0;Krabs;0;99;49;0;4
1;A;2025-01-01 10:02:35;7;Ed;Boss;Machine 2;0;5;2;2;0;0;Krabs;0;99;49;0;4
2;A;2025-01-01 10:02:39;13;Eddy;Employee;Machine 2;40;0;13;7;6;15;Krabs;56;0;87;4;5
2;A;2025-01-01 10:02:43;20;Ed;Boss;Machine 1;52;12;8;2;6;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:02:49;18;Eddy;Employee;Machine 1;0;15;3;0;3;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:02:56;2;Ed;Boss;Machine 1;61;2;0;0;0;35;Krabs;56;0;87;4;5
2;C;2025-01-01 10:03:03;8;Eddy;Employee;Machine 1;0;8;0;0;0;0;Krabs;56;0;87;4;5
2;D;2025-01-01 10:03:05;19;Ed;Boss;Machine 1;0;16;3;2;1;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:03:08;0;Eddy;Employee;Machine 1;0;0;0;0;0;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:03:10;16;Eddy;Employee;Machine 1;0;15;1;0;1;0;Krabs;56;0;87;4;5
2;B;2025-01-01 10:03:11;20;Edd;Employee;Machine 1;13;4;16;15;1;0;Krabs;56;0;87;4;5
2;C;2025-01-01 10:03:19;1;Eddy;Employee;Machine 2;54;0;1;0;1;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:03:22;2;Edd;Employee;Machine 2;0;0;2;0;2;0;Krabs;56;0;87;4;5
2;C;2025-01-01 10:03:24;18;Edd;Employee;Machine 2;0;9;9;3;6;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:03:34;1;Eddy;Employee;Machine 2;0;1;0;0;0;0;Krabs;56;0;87;4;5
2;C;2025-01-01 10:03:41;9;Ed;Boss;Machine 1;8;4;5;5;0;0;Krabs;56;0;87;4;5
2;D;2025-01-01 10:03:41;12;Edd;Employee;Machine 2;0;5;7;0;7;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:03:42;10;Ed;Boss;Machine 1;0;2;8;2;6;0;Krabs;56;0;87;4;5
2;B;2025-01-01 10:03:43;11;Edd;Employee;Machine 2;26;4;7;1;6;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:03:52;4;Eddy;Employee;Machine 1;0;3;1;0;1;0;Krabs;56;0;87;4;5
2;A;2025-01-01 10:04:02;12;Edd;Employee;Machine 1;0;3;9;2;7;0;Krabs;56;0;87;4;5
3;C;2025-01-01 10:04:10;20;Eddy;Employee;Machine 1;0;2;18;7;11;0;Bob;69;100;0;0;4
3;C;2025-01-01 10:04:12;1;Ed;Boss;Machine 2;82;0;1;1;0;0;Bob;69;100;0;0;4
3;A;2025-01-01 10:04:18;3;Edd;Employee;Machine 1;31;0;3;0;3;0;Bob;69;100;0;0;4
3;B;2025-01-01 10:04:20;7;Edd;Employee;Machine 2;0;5;2;0;2;0;Bob;69;100;0;0;4
3;A;2025-01-01 10:04:25;7;Ed;Boss;Machine 1;0;1;6;3;3;0;Bob;69;100;0;0;4
3;B;2025-01-01 10:04:35;18;Eddy;Employee;Machine 1;0;17;1;0;1;0;Bob;69;100;0;0;4
4;A;2025-01-01 10:04:37;6;Ed;Boss;Machine 1;0;6;0;0;0;0;Sandy;59;93;0;0;2
4;A;2025-01-01 10:04:44;19;Eddy;Employee;Machine 2;100;16;3;2;1;52;Sandy;59;93;0;0;2
4;A;2025-01-01 10:04:51;0;Ed;Boss;Machine 1;0;0;0;0;0;0;Sandy;59;93;0;0;2
4;B;2025-01-01 10:04:53;3;Ed;Boss;Machine 1;0;1;2;1;1;0;Sandy;59;93;0;0;2
4;C;2025-01-01 10:04:54;16;Edd;Employee;Machine 1;0;8;8;5;3;0;Sandy;59;93;0;0;2
4;A;2025-01-01 10:05:03;9;Ed;Boss;Machine 2;0;5;4;3;1;0;Sandy;59;93;0;0;2
4;A;2025-01-01 10:05:12;2;Eddy;Employee;Machine 1;77;1;1;1;0;0;Sandy;59;93;0;0;2
4;C;2025-01-01 10:05:19;0;Eddy;Employee;Machine 2;27;0;0;0;0;13;Sandy;59;93;0;0;2
4;B;2025-01-01 10:05:26;0;Eddy;Employee;Machine 2;0;0;0;0;0;0;Sandy;59;93;0;0;2
5;A;2025-01-01 10:05:29;0;Ed;Boss;Machine 2;14;0;0;0;0;0;Sandy;0;0;0;68;4
5;C;2025-01-01 10:05:34;15;Eddy;Employee;Machine 1;49;9;6;4;2;49;Sandy;0;0;0;68;4
5;A;2025-01-01 10:05:40;0;Eddy;Employee;Machine 1;17;0;0;0;0;0;Sandy;0;0;0;68;4
5;C;2025-01-01 10:05:45;0;Ed;Boss;Machine 2;0;0;0;0;0;0;Sandy;0;0;0;68;4
5;B;2025-01-01 10:05:50;1;Eddy;Employee;Machine 1;0;1;0;0;0;0;Sandy;0;0;0;68;4
